Record ID,timestamp,intersection_id,intersection_name,latitude,longitude,vehicle_count,average_speed,signal_cycle_time,green_time,yellow_time,red_time,weather_condition,day_of_week,is_holiday,event,pollution_level,car_count,bus_count,truck_count,motorcycle_count,Hour of the day
9861,1/7/2023 20:20,1,Civil Lines,25.4486,81.8333,104,26.16,120,59,5,56,Fog,Saturday,0,,2.28,57,10,16,21,20
9864,1/7/2023 20:20,4,Tagore Town,25.4675,81.8867,128,24.22,120,58,5,57,Fog,Saturday,0,,2.99,76,21,10,21,20
9866,1/7/2023 20:20,6,Allahabad Junction,25.4358,81.8307,288,8.84,120,78,5,37,Fog,Saturday,0,Roadwork,5.83,168,28,32,60,20
9868,1/7/2023 20:20,8,Jhunsi,25.4326,81.9061,142,24.31,120,59,5,56,Fog,Saturday,0,,3.02,86,17,14,25,20
9875,1/7/2023 20:30,5,Naini Bridge,25.4088,81.8592,107,34.57,120,55,3,62,Clear,Saturday,0,,2.19,65,15,5,22,20
9876,1/7/2023 20:30,6,Allahabad Junction,25.4358,81.8307,206,12.92,120,81,4,35,Clear,Saturday,0,Roadwork,4.52,107,20,32,47,20
9877,1/7/2023 20:30,7,Phaphamau,25.4945,81.8686,189,30.93,120,78,5,37,Clear,Saturday,0,,1.95,117,23,16,33,20
9878,1/7/2023 20:30,8,Jhunsi,25.4326,81.9061,223,26.08,120,86,5,29,Clear,Saturday,0,,4.18,141,18,22,42,20
9879,1/7/2023 20:30,9,MNNIT Gate,25.492,81.8639,152,31.03,120,81,6,33,Clear,Saturday,0,,2.97,97,16,10,27,20
9880,1/7/2023 20:30,10,Minto Park,25.4352,81.882,101,31.95,120,55,4,61,Clear,Saturday,0,,1.84,64,8,9,20,20
9883,1/7/2023 20:40,3,Chowk,25.4314,81.8437,129,31.35,120,53,5,62,Clear,Saturday,0,,2.81,80,18,10,21,20
9884,1/7/2023 20:40,4,Tagore Town,25.4675,81.8867,172,25.93,120,78,5,37,Clear,Saturday,0,,3.61,96,17,22,37,20
9885,1/7/2023 20:40,5,Naini Bridge,25.4088,81.8592,131,32.25,120,55,6,59,Clear,Saturday,0,,2.88,70,16,15,30,20
9886,1/7/2023 20:40,6,Allahabad Junction,25.4358,81.8307,179,12.88,120,70,6,44,Clear,Saturday,0,Roadwork,3.49,107,19,14,39,20
9888,1/7/2023 20:40,8,Jhunsi,25.4326,81.9061,245,24.65,120,86,3,31,Clear,Saturday,0,,4.89,153,27,20,45,20
9889,1/7/2023 20:40,9,MNNIT Gate,25.492,81.8639,206,26.16,120,78,5,37,Clear,Saturday,0,,3.93,126,20,17,43,20
9891,1/7/2023 20:50,1,Civil Lines,25.4486,81.8333,198,24.18,120,88,6,26,Clear,Saturday,0,,4.22,112,25,18,43,20
9892,1/7/2023 20:50,2,Katra,25.455,81.8463,127,33.14,120,54,5,61,Clear,Saturday,0,,2.82,79,16,14,18,20
9896,1/7/2023 20:50,6,Allahabad Junction,25.4358,81.8307,101,33.6,120,56,5,59,Clear,Saturday,0,,2.43,60,15,12,14,20
9907,1/7/2023 21:00,7,Phaphamau,25.4945,81.8686,64,42.47,120,48,4,68,Clear,Saturday,0,,1.34,35,9,4,16,21
9908,1/7/2023 21:00,8,Jhunsi,25.4326,81.9061,86,39.34,120,65,3,52,Clear,Saturday,0,,1.57,53,8,6,19,21
9909,1/7/2023 21:00,9,MNNIT Gate,25.492,81.8639,131,31.81,120,66,4,50,Clear,Saturday,0,,2.91,75,17,14,25,21
9911,1/7/2023 21:10,1,Civil Lines,25.4486,81.8333,55,33.13,120,56,5,59,Fog,Saturday,0,,1.03,32,6,3,14,21
9912,1/7/2023 21:10,2,Katra,25.455,81.8463,37,37.1,120,59,4,57,Fog,Saturday,0,,0.79,22,3,6,6,21
9914,1/7/2023 21:10,4,Tagore Town,25.4675,81.8867,63,33.78,120,59,4,57,Fog,Saturday,0,,1.23,39,6,6,12,21
9916,1/7/2023 21:10,6,Allahabad Junction,25.4358,81.8307,63,33.05,120,61,6,53,Fog,Saturday,0,,1.3,37,4,11,11,21
9919,1/7/2023 21:10,9,MNNIT Gate,25.492,81.8639,56,33.02,120,58,4,58,Fog,Saturday,0,,1.13,35,8,2,11,21
9923,1/7/2023 21:20,3,Chowk,25.4314,81.8437,108,33.34,120,56,4,60,Clear,Saturday,0,,2.15,68,13,7,20,21
9924,1/7/2023 21:20,4,Tagore Town,25.4675,81.8867,76,37.17,120,62,3,55,Clear,Saturday,0,,1.52,46,8,7,15,21
9926,1/7/2023 21:20,6,Allahabad Junction,25.4358,81.8307,75,39.72,120,63,4,53,Clear,Saturday,0,,1.21,48,4,6,17,21
9932,1/7/2023 21:30,2,Katra,25.455,81.8463,35,32.59,120,52,5,63,Heavy Rain,Saturday,0,,0.54,24,2,2,7,21
9936,1/7/2023 21:30,6,Allahabad Junction,25.4358,81.8307,42,33.23,120,58,5,57,Heavy Rain,Saturday,0,,0.78,25,4,3,10,21
9937,1/7/2023 21:30,7,Phaphamau,25.4945,81.8686,14,36.27,120,69,6,45,Heavy Rain,Saturday,0,,0.24,9,1,1,3,21
9944,1/7/2023 21:40,4,Tagore Town,25.4675,81.8867,40,43.37,120,62,5,53,Cold Wave,Saturday,0,,0.76,23,4,3,10,21
9945,1/7/2023 21:40,5,Naini Bridge,25.4088,81.8592,61,40.94,120,58,6,56,Cold Wave,Saturday,0,,1.06,39,3,7,12,21
9946,1/7/2023 21:40,6,Allahabad Junction,25.4358,81.8592,79,36.5,120,59,6,55,Cold Wave,Saturday,0,,1.69,49,10,7,13,21
9958,1/7/2023 21:50,8,Jhunsi,25.4326,81.9061,60,40.52,120,60,6,54,Clear,Saturday,0,,1.38,30,7,9,14,21
9967,1/7/2023 22:00,7,Phaphamau,25.4945,81.8686,47,43.41,120,57,4,59,Clear,Saturday,0,,1.05,28,8,2,9,22
9968,1/7/2023 22:00,8,Jhunsi,25.4326,81.9061,87,37.63,120,61,5,54,Clear,Saturday,0,,1.68,53,7,10,17,22
9969,1/7/2023 22:00,9,MNNIT Gate,25.492,81.8639,58,42.73,120,62,5,53,Clear,Saturday,0,,1.36,38,6,10,4,22
9972,1/7/2023 22:10,2,Katra,25.455,81.8463,94,33.29,120,54,3,63,Clear,Saturday,0,,2.02,50,10,12,22,22
9975,1/7/2023 22:10,5,Naini Bridge,25.4088,81.8592,98,36.9,120,58,6,56,Clear,Saturday,0,,1.61,58,9,10,28,22
9979,1/7/2023 22:10,9,MNNIT Gate,25.492,81.8639,59,43.32,120,66,4,50,Clear,Saturday,0,,1.12,35,5,6,13,22
9980,1/7/2023 22:10,10,Minto Park,25.4352,81.882,56,42.65,120,63,2,55,Clear,Saturday,0,,1.18,29,7,5,15,22
9981,1/7/2023 22:20,1,Civil Lines,25.4486,81.8333,78,38.26,120,67,3,50,Clear,Saturday,0,,1.27,52,5,5,16,22
9982,1/7/2023 22:20,2,Katra,25.455,81.8463,66,38.99,120,58,4,58,Clear,Saturday,0,,1.18,39,5,6,16,22
9983,1/7/2023 22:20,3,Chowk,25.4314,81.8437,36,46.92,120,54,5,61,Clear,,0,,0.77,18,3,6,9,22
9987,1/7/2023 22:20,7,Phaphamau,25.4945,81.8686,64,39.45,120,63,4,53,Clear,Saturday,0,,1.04,42,3,6,13,22
9989,1/7/2023 22:20,9,MNNIT Gate,25.492,81.8639,65,44.13,120,57,3,60,Clear,Saturday,0,,1.43,43,8,7,7,22
9992,1/7/2023 22:30,2,Katra,25.455,81.8463,56,33.75,120,64,4,52,Fog,Saturday,0,,1.03,33,4,6,13,22
9996,1/7/2023 22:30,6,Allahabad Junction,25.4358,81.8307,28,36.94,120,67,5,48,Fog,Saturday,0,,0.47,16,2,2,8,22
9999,1/7/2023 22:30,9,MNNIT Gate,25.492,81.8639,67,33.9,120,53,4,63,Fog,Saturday,0,,1.43,42,9,5,11,22
10001,1/7/2023 22:40,1,Civil Lines,25.4486,81.8333,50,39,120,55,4,61,Light Rain,Saturday,0,,0.98,31,6,3,10,22
10003,1/7/2023 22:40,3,Chowk,25.4314,81.8437,87,32.61,120,61,5,54,Light Rain,Saturday,0,,1.73,56,7,11,13,22
10004,1/7/2023 22:40,4,Tagore Town,25.4675,81.8867,69,36.51,120,69,4,47,Light Rain,Saturday,0,,1.21,40,5,6,18,22
10005,1/7/2023 22:40,6,Naini Bridge,25.4088,81.8592,49,43.05,120,64,6,50,Light Rain,Saturday,0,,1.06,29,6,5,9,22
10008,1/7/2023 22:40,8,Jhunsi,25.4326,81.9061,76,32.63,120,67,5,48,Light Rain,Saturday,0,,1.42,45,4,11,16,22
10010,1/7/2023 22:40,10,Minto Park,25.4352,81.882,87,32.29,120,59,4,57,Light Rain,Saturday,0,,2,48,10,13,16,22
10012,1/7/2023 22:50,2,Katra,25.455,81.8463,48,42.49,120,56,5,59,Clear,Saturday,0,,0.7,30,2,3,13,22
10017,1/7/2023 22:50,7,Phaphamau,25.4945,81.8686,68,41.09,120,60,3,57,Clear,Saturday,0,,1.34,42,7,6,13,22
10021,1/7/2023 23:00,1,Civil Lines,25.4486,81.8333,86,38,120,62,5,53,Clear,Saturday,0,,1.69,53,11,4,18,23
10022,1/7/2023 23:00,2,Katra,25.455,81.8463,98,37.32,120,57,4,59,Clear,Saturday,0,,1.58,59,4,10,25,23
10025,1/7/2023 23:00,5,Naini Bridge,25.4088,81.8592,116,35.31,120,44,4,72,Clear,Saturday,0,,2.1,82,12,5,17,23
10030,1/7/2023 23:00,10,Minto Park,25.4352,81.882,98,39.16,120,53,4,63,Clear,Saturday,0,,1.95,49,12,18,19,23
10031,1/7/2023 23:10,1,Civil Lines,25.4486,81.8333,81,36.79,120,66,7,47,Clear,Saturday,0,,1.41,57,6,6,12,23
10035,1/7/2023 23:10,5,Naini Bridge,25.4088,81.8592,128,30.25,120,64,3,53,Clear,Saturday,0,,2.55,79,15,9,25,23
10036,1/7/2023 23:10,6,Allahabad Junction,25.4358,81.8307,83,37.32,120,66,4,50,Clear,Saturday,0,,1.68,54,8,9,12,23
10038,1/7/2023 23:10,8,Jhunsi,25.4326,81.9061,31,47.61,120,61,3,56,Clear,Saturday,0,,0.61,22,1,6,2,23
10040,1/7/2023 23:10,10,Minto Park,25.4352,81.882,53,42.65,120,63,4,53,Clear,Saturday,0,,1.13,30,6,6,11,23
10041,1/7/2023 23:20,1,Civil Lines,25.4486,81.8333,63,41.88,120,63,5,52,Cold Wave,Saturday,0,,1.13,41,5,5,12,23
10043,1/7/2023 23:20,3,Chowk,25.4314,81.8437,97,33.37,120,63,5,52,Cold Wave,Saturday,0,,1.81,65,8,9,15,23
10045,1/7/2023 23:20,5,Naini Bridge,25.4088,81.8592,56,41.36,120,52,4,64,Cold Wave,Saturday,0,,1.21,32,3,12,9,23
10049,1/7/2023 23:20,9,MNNIT Gate,25.492,81.8639,39,43.99,120,61,5,54,Cold Wave,Saturday,0,,1.1,23,8,5,3,23
10050,1/7/2023 23:20,10,Minto Park,25.4352,81.882,78,35.87,120,58,5,57,Cold Wave,Saturday,0,,1.89,43,14,6,15,23
10051,1/7/2023 23:30,1,Civil Lines,25.4486,81.8333,81,32.5,120,62,6,52,Light Rain,Saturday,0,,1.51,47,6,9,19,23
10052,1/7/2023 23:30,2,Katra,25.455,81.8463,86,34.55,120,55,5,60,Light Rain,Saturday,0,,1.83,57,11,7,11,23
10053,1/7/2023 23:30,3,Chowk,25.4314,81.8437,54,37.69,120,54,4,62,Light Rain,Saturday,0,,0.88,29,4,3,18,23
10057,1/7/2023 23:30,7,Phaphamau,25.4945,81.8686,92,34.22,120,58,6,56,Light Rain,Saturday,0,,1.83,56,6,14,16,23
10059,1/7/2023 23:30,9,MNNIT Gate,25.492,81.8639,54,39.12,120,57,5,58,Light Rain,Saturday,0,,0.88,32,4,3,15,23
10061,1/7/2023 23:40,1,Civil Lines,25.4486,81.8333,100,34.84,120,64,6,50,Clear,Saturday,0,,1.82,59,8,9,24,23
10062,1/7/2023 23:40,2,Katra,25.455,81.8463,113,31.76,120,71,4,45,Clear,Saturday,0,,2.65,57,17,12,27,23
10068,1/7/2023 23:40,8,Jhunsi,25.4326,81.8592,79,36.53,120,55,5,60,Clear,Saturday,0,,1.61,45,9,7,18,23
10069,1/7/2023 23:40,9,MNNIT Gate,25.492,81.8639,31,47.11,120,63,6,51,Clear,Saturday,0,,0.78,59,5,4,5,23
10072,1/7/2023 23:50,2,Katra,25.455,81.8463,102,33.27,120,61,4,55,Cold Wave,Saturday,0,,2.54,52,15,15,20,23
10073,1/7/2023 23:50,3,Chowk,25.4314,81.8437,121,31.9,120,57,4,59,Cold Wave,Saturday,0,,2.54,70,16,9,26,23
10075,1/7/2023 23:50,5,Naini Bridge,25.4088,81.8592,66,39.65,120,61,5,54,Cold Wave,Saturday,0,,1.23,37,7,4,18,23
10078,1/7/2023 23:50,8,Jhunsi,25.4326,81.9061,23,44,120,66,6,48,Cold Wave,Saturday,0,,0.57,11,3,4,5,23
10079,1/6/2023 20:30,6,Chowk,25.4314,81.8437,189,22.7,120,81,6,33,Light Rain,Friday,0,Local Market Fair,3.61,121,18,16,34,20
10080,1/7/2023 0:10,6,Allahabad Junction,25.4358,81.8307,80,39.58,120,58,4,58,Clear,Saturday,0,,1.73,49,8,11,12,0
10081,1/4/2023 13:10,5,Naini Bridge,25.4088,81.8592,178,13.77,120,84,5,31,Cold Wave,Wednesday,0,Accident,3.37,113,14,19,32,13
10082,1/1/2023 5:40,4,Tagore Town,25.4675,81.8867,36,25.27,120,56,2,62,Clear,Sunday,1,Roadwork,0.75,22,5,2,7,5
10083,1/2/2023 23:30,5,Naini Bridge,25.4088,81.8592,135,28.01,120,63,4,53,Light Rain,Monday,0,,3.21,79,24,9,23,23
10084,1/3/2023 22:50,9,MNNIT Gate,25.492,81.8639,139,32.21,120,52,7,61,Clear,Tuesday,0,,2.56,79,12,12,36,22
10085,1/4/2023 12:00,9,MNNIT Gate,25.492,81.8639,127,33.28,120,53,5,62,Clear,Wednesday,0,,2.65,72,13,15,27,12
10086,1/1/2023 2:40,9,MNNIT Gate,25.492,81.8639,61,37.27,120,64,4,52,Clear,Sunday,1,,1.07,40,5,4,12,2
10087,1/6/2023 7:30,10,Minto Park,25.4352,81.882,121,30.5,120,59,5,56,Clear,Friday,0,,2.26,77,9,13,22,7
10088,1/2/2023 5:40,3,Chowk,25.4314,81.8437,158,29.53,120,82,5,33,Clear,Monday,0,,3.2,85,16,17,40,5
10089,1/1/2023 20:10,2,Katra,25.455,81.8463,112,34.49,120,66,4,50,Clear,Sunday,1,New Year Celebration,2.37,69,10,16,17,20
10090,1/1/2023 3:10,10,Minto Park,25.4352,81.882,46,32.87,120,59,4,57,Heavy Rain,Sunday,1,,1.17,21,7,7,11,3
10091,1/1/2023 15:30,2,Katra,25.455,81.8463,68,30.42,120,61,5,54,Fog,Sunday,1,New Year Celebration,1.47,38,9,6,15,15
10092,1/7/2023 16:40,8,Jhunsi,25.4326,81.9061,85,34.84,120,68,5,47,Clear,Saturday,0,,1.85,53,11,8,13,16
10093,1/7/2023 17:10,2,Katra,25.455,81.8463,249,25.31,120,84,4,32,Clear,Saturday,0,,4.94,155,26,22,46,17
10094,1/1/2023 4:30,3,Chowk,25.4314,81.8437,52,42.88,120,54,4,62,Clear,Sunday,1,,1.04,29,6,4,13,4
10095,1/7/2023 14:40,3,Chowk,25.4314,81.8437,89,34.14,120,52,6,62,Clear,Saturday,0,,1.69,56,8,8,17,14
10096,1/5/2023 18:40,6,Allahabad Junction,25.4358,81.8307,73,35.82,120,55,4,61,Clear,Thursday,1,,1.54,40,7,10,16,18
10097,1/2/2023 18:20,7,Phaphamau,25.4945,81.8686,269,23.17,120,82,3,35,Clear,Monday,0,,5.05,150,23,26,70,18
10098,1/3/2023 11:40,2,Katra,25.455,81.8463,126,33.6,120,59,5,56,Light Rain,Tuesday,0,,2.69,74,13,16,23,11
10099,1/7/2023 3:30,4,Tagore Town,25.4675,81.8867,85,28.1,120,64,4,52,Heavy Rain,Saturday,0,,1.78,46,9,10,20,3
10100,1/4/2023 21:40,10,Minto Park,25.4352,81.882,82,36.18,120,59,3,58,Clear,Wednesday,0,,1.62,52,8,8,14,21
10101,1/2/2023 4:00,3,Chowk,25.4314,81.8437,119,17.69,120,63,3,54,Clear,Monday,0,Roadwork,2.3,71,10,13,25,4
10102,1/1/2023 3:30,2,Katra,25.455,81.8463,16,52.52,120,59,5,56,Clear,Sunday,1,New Year Celebration,0.3,59,1,2,1,3
10103,1/7/2023 17:30,10,Minto Park,25.4352,81.882,173,29.86,120,73,5,42,Clear,Saturday,0,,3.48,98,18,17,40,17
10104,1/7/2023 20:50,4,Tagore Town,25.4675,81.8867,216,26.49,120,83,4,33,Clear,Saturday,0,,4.37,127,26,16,47,20
10105,1/6/2023 15:30,5,Naini Bridge,25.4088,81.8592,88,35.21,120,53,6,61,Clear,Friday,0,,1.62,58,9,5,16,15
10106,1/3/2023 21:40,10,Minto Park,25.4352,81.882,133,31.08,120,60,3,57,Clear,Tuesday,0,,2.35,69,8,15,41,21
10107,1/7/2023 4:00,7,Phaphamau,25.4945,81.8686,70,39.5,120,61,4,55,Clear,,0,,1.28,46,5,7,12,4
10108,1/7/2023 21:50,2,Katra,25.455,81.8463,77,37.88,120,57,5,58,Clear,Saturday,0,,1.5,46,10,3,18,21
10109,1/5/2023 14:50,4,Tagore Town,25.4675,81.8867,48,46.13,120,68,4,48,Clear,Thursday,1,,0.95,32,5,4,7,14
10110,1/2/2023 22:40,10,Minto Park,25.4352,81.882,71,40.51,120,50,5,65,Clear,Monday,0,,1.46,43,9,5,14,22
10111,1/4/2023 20:50,3,Chowk,25.4314,81.8437,139,31.53,120,61,6,53,Clear,Wednesday,0,,3.21,75,18,18,28,20
10112,1/3/2023 10:10,10,Minto Park,25.4352,81.882,183,25.97,120,78,3,39,Clear,Tuesday,0,,3.69,112,22,13,36,10
10113,1/1/2023 4:30,9,MNNIT Gate,25.492,81.8639,87,18.1,120,58,5,57,Clear,Sunday,1,Accident,1.66,52,6,11,18,4
10114,1/5/2023 3:30,1,Civil Lines,25.4486,81.8333,103,33.56,120,60,3,57,Clear,Thursday,1,,2.17,57,11,12,23,3
10115,1/1/2023 2:00,9,MNNIT Gate,25.492,81.8639,50,44.64,120,61,5,54,Clear,Sunday,1,,1.18,28,9,3,10,2
10116,1/2/2023 3:00,8,Jhunsi,25.4326,81.9061,41,46.68,120,65,5,50,Clear,Monday,0,,0.69,28,4,1,8,3
10117,1/5/2023 6:00,9,MNNIT Gate,25.492,81.8639,85,37.88,120,66,4,50,Clear,Thursday,1,,1.5,59,4,11,19,6
6624,1/5/2023 14:20,4,Tagore Town,25.4675,81.8867,42,43.7,120,55,4,61,Clear,Thursday,1,,0.95,24,6,10,8,14
7731,1/6/2023 8:50,1,Civil Lines,25.4486,81.8333,203,25.58,120,81,5,34,Cold Wave,Friday,0,,4.15,122,25,15,41,8
5767,1/5/2023 0:00,7,Phaphamau,25.4945,81.8686,55,35.95,120,60,7,53,Light Rain,Thursday,1,,1.19,29,6,7,13,0
1392,1/1/2023 23:10,2,Katra,25.455,81.8463,84,33.6,120,57,4,59,Clear,Sunday,1,New Year Celebration,1.47,55,6,7,16,23
4325,1/4/2023 0:00,5,Naini Bridge,25.4088,81.8592,43,44.65,120,62,5,53,Clear,Wednesday,0,,0.84,23,5,3,12,0
4741,1/4/2023 7:00,1,Civil Lines,25.4486,81.8333,139,26.74,120,61,5,54,Light Rain,Wednesday,0,,3.22,76,20,15,28,7
5973,1/5/2023 3:30,3,Chowk,25.4314,81.8437,36,50.62,120,60,4,56,Clear,Thursday,1,,0.87,19,5,5,7,3
7869,1/6/2023 11:00,9,MNNIT Gate,25.492,81.8639,88,36.36,120,59,5,56,Clear,Friday,0,,1.98,53,10,12,13,11
5782,1/5/2023 0:20,2,Katra,25.455,81.8463,52,42.63,120,64,4,52,Clear,Thursday,1,,0.77,37,3,2,10,0
8413,1/6/2023 20:10,3,Chowk,25.4314,81.8437,62,42.67,120,63,5,52,Clear,Friday,0,Local Market Fair,1.12,33,4,7,18,20
1024,1/1/2023 17:00,4,Tagore Town,25.4675,81.8867,96,37.83,120,61,5,54,Clear,Sunday,1,,2.37,48,12,17,19,17
1291,1/1/2023 21:30,1,Civil Lines,25.4486,81.8333,59,45.81,120,64,4,52,Clear,Sunday,1,New Year Celebration,1.16,34,3,10,12,21
3504,1/3/2023 10:20,4,Tagore Town,25.4675,81.8867,191,19.59,120,76,5,39,Heavy Rain,,0,,4.03,120,24,16,31,10
1740,1/2/2023 4:50,10,Minto Park,25.4352,81.882,61,39.01,120,59,3,58,Clear,Monday,0,,1.15,39,5,6,11,4
4046,1/3/2023 19:20,6,Allahabad Junction,25.4358,81.8307,252,24.17,120,74,4,42,Clear,Tuesday,0,,5.11,140,23,31,58,19
1072,1/1/2023 17:50,2,Katra,25.455,81.8463,80,35.98,120,52,5,63,Clear,Sunday,1,New Year Celebration,1.35,51,8,2,19,17
8670,1/7/2023 0:20,10,Minto Park,25.4352,81.882,64,40.74,120,62,5,53,Clear,Saturday,0,,1.2,36,5,7,16,0
1965,1/2/2023 8:40,5,Naini Bridge,25.4088,81.8592,97,33.32,120,63,6,51,Clear,Monday,0,,1.91,67,10,8,12,8
132,1/1/2023 2:10,2,Katra,25.455,81.8463,98,36.09,120,59,4,57,Clear,Sunday,1,New Year Celebration,1.99,56,9,12,21,2
4137,1/3/2023 20:50,7,Phaphamau,25.4945,81.8686,195,24.14,120,76,4,40,Clear,Tuesday,0,,3.52,127,17,14,37,20
3286,1/3/2023 6:40,6,Allahabad Junction,25.4358,81.8307,46,41.25,120,65,5,50,Clear,Tuesday,0,,0.91,29,6,2,9,6
7343,1/6/2023 2:20,3,Chowk,25.4314,81.8437,90,33.04,120,65,5,50,Light Rain,Friday,0,Local Market Fair,2.02,54,11,11,19,2
5670,1/4/2023 22:20,10,Minto Park,25.4352,81.882,57,39.22,120,61,5,54,Clear,Wednesday,0,,1.14,33,3,10,11,22
2014,1/2/2023 9:30,4,Tagore Town,25.4675,81.8867,219,26.43,120,79,4,37,Clear,Monday,0,,4.81,118,28,23,50,9
2677,1/2/2023 20:30,7,Phaphamau,25.4945,81.8686,167,27.78,120,73,6,41,Clear,Monday,0,,3.22,93,15,17,42,20
5153,1/4/2023 13:50,3,Chowk,25.4314,81.8437,102,34.05,120,61,3,56,Clear,Wednesday,0,,2.08,66,12,8,16,13
6448,1/5/2023 11:20,8,Jhunsi,25.4326,81.9061,83,37.69,120,58,6,56,Clear,Thursday,1,,2.06,45,14,9,15,11
4509,1/4/2023 3:00,9,MNNIT Gate,25.492,81.8639,77,37.3,120,61,5,54,Heatwave,Wednesday,0,,1.6,44,11,4,18,3
7629,1/6/2023 7:00,9,MNNIT Gate,25.492,81.8639,212,25.39,120,73,4,43,Clear,Friday,0,,3.77,124,17,17,54,7
516,1/1/2023 8:30,6,Allahabad Junction,25.4358,81.8307,113,32.49,120,66,2,52,Clear,Sunday,1,,2,67,7,12,27,8
2180,1/2/2023 12:10,10,Minto Park,25.4352,81.882,148,26.57,120,60,6,54,Cold Wave,Monday,0,,2.46,88,11,9,40,12
924,1/1/2023 15:20,4,Tagore Town,25.4675,81.8867,35,36.22,120,50,6,64,Fog,Sunday,1,,0.74,22,5,2,6,15
4578,1/4/2023 4:10,8,Jhunsi,25.4326,81.9061,59,38.78,120,67,3,50,Light Rain,Wednesday,0,,0.98,32,3,6,18,4
9338,1/7/2023 11:30,8,Jhunsi,25.4326,81.9061,97,38.34,120,59,7,54,Clear,Saturday,0,,1.91,60,9,10,18,11
3726,1/3/2023 14:00,6,Allahabad Junction,25.4358,81.8307,83,37.75,120,58,3,59,Clear,Tuesday,0,,1.76,46,7,13,17,14
4430,1/4/2023 1:40,10,Minto Park,25.4352,81.882,87,28.81,120,56,4,60,,Wednesday,0,,1.95,50,13,7,17,1
6138,1/5/2023 6:10,8,Jhunsi,25.4326,81.9061,69,41.65,120,60,5,55,Clear,Thursday,1,,1.11,49,5,3,12,6
3558,1/3/2023 11:10,8,Jhunsi,25.4326,81.9061,49,42.15,120,57,6,57,Clear,Tuesday,0,,1.29,30,10,4,5,11
8827,1/7/2023 3:00,7,Phaphamau,25.4945,81.8686,89,39.64,120,74,4,42,Clear,Saturday,0,,1.6,58,6,9,16,3
580,1/1/2023 9:30,10,Minto Park,25.4352,81.882,66,40.34,120,53,6,61,Clear,Sunday,1,,1.37,38,9,4,15,9
2821,1/2/2023 23:00,1,Civil Lines,25.4486,81.8333,105,36.91,120,63,5,52,Clear,Monday,0,,2.24,62,13,10,20,23
5926,1/5/2023 2:40,6,Allahabad Junction,25.4358,81.8307,75,41.77,120,55,5,60,Clear,Thursday,1,,1.25,49,4,7,15,2
2058,1/2/2023 10:10,8,Jhunsi,25.4326,81.9061,144,29.61,120,55,3,62,Clear,Monday,0,,3.27,79,22,12,31,10
4499,1/4/2023 2:50,9,MNNIT Gate,25.492,81.8639,47,38.64,120,57,4,59,Clear,Wednesday,0,,0.94,26,4,6,11,2
5648,1/4/2023 22:00,8,Jhunsi,25.4326,81.9061,60,26.33,120,51,4,65,Heavy Rain,Wednesday,0,,1.26,34,7,6,13,22
4343,1/4/2023 0:20,3,Chowk,25.4314,81.8437,88,12.83,120,57,4,59,Heavy Rain,Wednesday,0,Roadwork,1.8,52,8,11,17,0
7045,1/5/2023 21:20,5,Naini Bridge,25.4088,81.8592,73,35.6,120,55,3,62,Light Rain,Thursday,1,,1.38,43,5,9,16,21
5921,1/5/2023 2:40,1,Civil Lines,25.4486,81.8333,80,35.12,120,66,5,49,Clear,Thursday,1,,2.12,41,16,8,15,2
10011,1/7/2023 22:50,1,Civil Lines,25.4486,81.8333,74,38.88,120,55,4,61,Clear,Saturday,0,,1.18,48,5,4,17,22
9662,1/7/2023 17:00,2,Katra,25.455,81.8463,107,36.64,120,66,5,49,Heatwave,Saturday,0,,2.05,61,10,10,26,17
2737,1/2/2023 21:30,7,Phaphamau,25.4945,81.8686,57,46.42,120,67,4,49,Clear,Monday,0,,1.02,32,5,4,16,21
2562,1/2/2023 18:40,2,Katra,25.455,81.8463,58,33.02,120,67,3,50,Fog,Monday,0,,1.14,36,6,5,11,18
8379,1/6/2023 19:30,9,MNNIT Gate,25.492,81.8639,204,26.03,120,61,6,35,Clear,Friday,0,,4.21,120,22,21,41,19
9015,1/7/2023 6:10,5,Naini Bridge,25.4088,81.8592,68,37.06,120,63,6,51,Clear,Saturday,0,,1.17,45,3,8,12,6
3367,1/3/2023 8:00,7,Phaphamau,25.4945,81.8686,162,32.89,120,81,5,34,Clear,Tuesday,0,,3.25,88,13,22,39,8
5964,1/5/2023 3:20,4,Tagore Town,25.4675,81.8867,34,35.68,120,62,4,54,Fog,Thursday,1,,0.8,19,3,7,5,3
1537,1/2/2023 1:30,7,Phaphamau,25.4945,81.8686,126,29.26,120,62,6,52,Light Rain,Monday,0,,2.5,77,12,13,24,1
2264,1/2/2023 13:40,4,Tagore Town,25.4675,81.8867,100,34.78,120,66,6,48,Clear,Monday,0,,2.23,57,11,14,18,13
9568,1/7/2023 15:20,8,Jhunsi,25.4326,81.9061,85,37.27,120,65,4,51,Clear,Saturday,0,,1.99,47,12,10,16,15
6802,1/5/2023 17:20,2,Katra,25.455,81.8463,100,24.03,120,63,5,52,Heavy Rain,Thursday,1,,2,59,12,7,22,17
2924,1/3/2023 0:40,4,Tagore Town,25.4675,81.8867,83,36.86,120,54,5,61,Clear,Tuesday,0,,1.46,54,6,7,16,0
7938,1/6/2023 12:10,8,Jhunsi,25.4326,81.9061,80,39.24,120,61,5,54,Clear,Friday,0,,1.66,50,7,11,12,12
